Log,Attack Type,Source
duration: 0 | protocol_type: tcp | service: smtp | flag: SF | src_bytes: 2320 | dst_bytes: 366 | count: 1,Benign,nsl-kdd/KDDTrain+.arff
duration: 0 | protocol_type: udp | service: domain_u | flag: SF | src_bytes: 44 | dst_bytes: 130 | count: 66,Benign,KDDTrain+.arff
duration: 0 | protocol_type: tcp | service: http | flag: SF | src_bytes: 209 | dst_bytes: 1411 | count: 29,Benign,nsl-kdd/KDDTrain+.arff
duration: 0 | protocol_type: tcp | service: smtp | flag: SF | src_bytes: 969 | dst_bytes: 332 | count: 1,Benign,nsl-kdd/KDDTrain+.arff
duration: 0 | protocol_type: tcp | service: http | flag: SF | src_bytes: 218 | dst_bytes: 632 | count: 20,Benign,KDDTrain+.arff
duration: 0 | protocol_type: tcp | service: http | flag: SF | src_bytes: 247 | dst_bytes: 3331 | count: 26,Benign,KDDTrain+.arff
duration: 0 | protocol_type: tcp | service: http | flag: SF | src_bytes: 349 | dst_bytes: 2929 | count: 5,Benign,KDDTest+.arff
duration: 3577 | protocol_type: udp | service: other | flag: SF | src_bytes: 145 | dst_bytes: 105 | count: 1,Benign,KDDTrain+.arff
duration: 0 | protocol_type: tcp | service: http | flag: SF | src_bytes: 284 | dst_bytes: 1256 | count: 5,Benign,nsl-kdd/KDDTrain+.arff
duration: 0 | protocol_type: udp | service: domain_u | flag: SF | src_bytes: 46 | dst_bytes: 46 | count: 147,Benign,nsl-kdd/KDDTest+.arff
duration: 0 | protocol_type: udp | service: domain_u | flag: SF | src_bytes: 36 | dst_bytes: 0 | count: 10,Benign,KDDTrain+.arff
duration: 0 | protocol_type: tcp | service: http | flag: SF | src_bytes: 209 | dst_bytes: 1117 | count: 4,Benign,nsl-kdd/KDDTrain+.arff
duration: 0 | protocol_type: tcp | service: http | flag: SF | src_bytes: 320 | dst_bytes: 2494 | count: 5,Benign,nsl-kdd/KDDTest+.arff
duration: 0 | protocol_type: udp | service: private | flag: SF | src_bytes: 54 | dst_bytes: 50 | count: 461,Benign,KDDTest-21.arff
duration: 0 | protocol_type: tcp | service: http | flag: SF | src_bytes: 215 | dst_bytes: 2055 | count: 13,Benign,KDDTrain+.arff
duration: 0 | protocol_type: tcp | service: http | flag: SF | src_bytes: 263 | dst_bytes: 3913 | count: 1,Benign,KDDTest+.arff
duration: 0 | protocol_type: tcp | service: ftp_data | flag: SF | src_bytes: 1030 | dst_bytes: 0 | count: 4,Benign,nsl-kdd/KDDTrain+.arff
duration: 0 | protocol_type: tcp | service: http | flag: SF | src_bytes: 476 | dst_bytes: 8216 | count: 3,Benign,nsl-kdd/KDDTrain+.arff
duration: 0 | protocol_type: tcp | service: http | flag: SF | src_bytes: 207 | dst_bytes: 5443 | count: 6,Benign,nsl-kdd/KDDTrain+.arff
Dst Port: 500 | Protocol: 17 | Flow Duration: 89479577 | Tot Fwd Pkts: 6 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 3000 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 500 | Fwd Pkt Len Min: 500 | Fwd Pkt Len Mean: 500.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Benign,02-22-2018.csv
duration: 0 | protocol_type: tcp | service: http | flag: SF | src_bytes: 202 | dst_bytes: 21355 | count: 1,Benign,KDDTrain+.arff
duration: 0 | protocol_type: udp | service: other | flag: SF | src_bytes: 147 | dst_bytes: 0 | count: 7,Benign,nsl-kdd/KDDTrain+.arff
duration: 0 | protocol_type: tcp | service: http | flag: SF | src_bytes: 246 | dst_bytes: 2169 | count: 3,Benign,KDDTrain+.arff
duration: 0 | protocol_type: tcp | service: ftp_data | flag: SF | src_bytes: 6601 | dst_bytes: 0 | count: 17,Benign,nsl-kdd/KDDTest-21.arff
duration: 0 | protocol_type: tcp | service: http | flag: REJ | src_bytes: 0 | dst_bytes: 0 | count: 1,Benign,nsl-kdd/KDDTrain+.arff
_Destination_Port: 443 | _Flow_Duration: 62097129 | _Total_Fwd_Packets: 8 | _Total_Backward_Packets: 7 | Total_Length_of_Fwd_Packets: 650 | _Total_Length_of_Bwd_Packets: 6118 | _Fwd_Packet_Length_Max: 289 | _Fwd_Packet_Length_Min: 0 | _Fwd_Packet_Length_Mean: 81.25 | _Fwd_Packet_Length_Std: 114.17 | Bwd_Packet_Length_Max: 2047 | _Bwd_Packet_Length_Min: 0 | _Bwd_Packet_Length_Mean: 874.00 | _Bwd_Packet_Length_Std: 812.37 | Flow_Bytes/s: 108.99,Benign,Wednesday-workingHours.pcap_ISCX.csv
_Destination_Port: 49321 | _Flow_Duration: 7 | _Total_Fwd_Packets: 4 | _Total_Backward_Packets: 0 | Total_Length_of_Fwd_Packets: 121 | _Total_Length_of_Bwd_Packets: 0 | _Fwd_Packet_Length_Max: 46 | _Fwd_Packet_Length_Min: 6 | _Fwd_Packet_Length_Mean: 30.25 | _Fwd_Packet_Length_Std: 17.29 | Bwd_Packet_Length_Max: 0 | _Bwd_Packet_Length_Min: 0 | _Bwd_Packet_Length_Mean: 0.00 | _Bwd_Packet_Length_Std: 0.00 | Flow_Bytes/s: 17300000.00,Benign,Wednesday-workingHours.pcap_ISCX.csv
duration: 0 | protocol_type: tcp | service: http | flag: REJ | src_bytes: 0 | dst_bytes: 0 | count: 1,Benign,KDDTrain+.arff
duration: 2401 | protocol_type: udp | service: other | flag: SF | src_bytes: 147 | dst_bytes: 105 | count: 5,Benign,nsl-kdd/KDDTrain+.arff
duration: 0 | protocol_type: udp | service: private | flag: SF | src_bytes: 105 | dst_bytes: 0 | count: 2,Benign,KDDTrain+.arff
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10957 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10689 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 516 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 11016 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10399 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 504 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 487 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 482 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 11392 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 454 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10579 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 514 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10313 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 9906 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10898 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10295 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 486 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 458 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 492 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 484 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 11167 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 468 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 481 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 11513 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 450 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 498 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 505 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10592 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10202 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 507 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10949 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10765 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10422 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10507 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 626 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10601 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 473 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 474 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10318 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 467 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 477 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 9413 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10584 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10076 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 474 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 473 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10674 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10259 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10682 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 486 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 466 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10485 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 482 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 471 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 470 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
